"human_gene_symbol"	"human_entrez_ID"	"mouse_gene_symbol"	"mouse_entrez_ID"
"RAD23A"	"     5886"	"Rad23a"	"    19358"
"TRIM25"	"     7706"	"Trim25"	"   217069"
"ISG15"	"     9636"	"Isg15"	"100038882"
"PRKCE"	"     5581"	"Prkce"	"    18754"
"CHAF1B"	"     8208"	"Chaf1b"	"   110749"
"FCMR"	"     9214"	"Fcmr"	"    69169"
"SCARB2"	"      950"	"Scarb2"	"    12492"
"PTPRCAP"	"     5790"	"Ptprcap"	"    19265"
"SGK1"	"     6446"	"Sgk1"	"    20393"
"DDX39B"	"     7919"	"Ddx39b"	"    53817"
"ENDOU"	"     8909"	"Endou"	"    19011"
"RRAGB"	"    10325"	"Rragb"	"   245670"
"ATP8A1"	"    10396"	"Atp8a1"	"    11980"
"CSF2RA"	"     1438"	"Csf2ra"	"    12982"
"STK3"	"     6788"	"Stk3"	"    56274"
"ARIH2"	"    10425"	"Arih2"	"    23807"
"STK25"	"    10494"	"Stk25"	"    59041"
"IPO8"	"    10526"	"Ipo8"	"   320727"
"CXCL13"	"    10563"	"Cxcl13"	"    55985"
"RAD51AP1"	"    10635"	"Rad51ap1"	"    19362"
"DYRK2"	"     8445"	"Dyrk2"	"    69181"
"EVI2B"	"     2124"	"Evi2b"	"   216984"
"TNFSF13B"	"    10673"	"Tnfsf13b"	"    24099"
"KDM5B"	"    10765"	"Kdm5b"	"    75605"
"PGRMC1"	"    10857"	"Pgrmc1"	"    53328"
"EHMT2"	"    10919"	"Ehmt2"	"   110147"
"PSKH1"	"     5681"	"Pskh1"	"   244631"
"IFI44L"	"    10964"	"Ifi44l"	"    15061"
"SPTBN2"	"     6712"	"Sptbn2"	"    20743"
"SYN1"	"     6853"	"Syn1"	"    20964"
"WWP2"	"    11060"	"Wwp2"	"    66894"
"NOX1"	"    27035"	"Nox1"	"   237038"
"ZWINT"	"    11130"	"Zwint"	"    52696"
"BVES"	"    11149"	"Bves"	"    23828"
"WDR45"	"    11152"	"Wdr45"	"    54636"
"FAM107A"	"    11170"	"Fam107a"	"   268709"
"CD300A"	"    11314"	"Cd300a"	"   217303"
"VSIG4"	"    11326"	"Vsig4"	"   278180"
"LSM2"	"    57819"	"Lsm2"	"    27756"
"RAD18"	"    56852"	"Rad18"	"    58186"
"MAP2K2"	"     5605"	"Map2k2"	"    26396"
"RAB14"	"    51552"	"Rab14"	"    68365"
"CSNK1G1"	"    53944"	"Csnk1g1"	"   214897"
"CHAC2"	"   494143"	"Chac2"	"    68044"
"CAMK1G"	"    57172"	"Camk1g"	"   215303"
"HGH1"	"    51236"	"Hgh1"	"    59053"
"RABEPK"	"    10244"	"Rabepk"	"   227746"
"AKT2"	"      208"	"Akt2"	"    11652"
"CTDSPL"	"    10217"	"Ctdspl"	"    69274"
"IMPDH2"	"     3615"	"Impdh2"	"    23918"
"CNOT7"	"    29883"	"Cnot7"	"    18983"
"TSSK6"	"    83983"	"Tssk6"	"    83984"
"SLC35E1"	"    79939"	"Slc35e1"	"   270066"
"GRHPR"	"     9380"	"Grhpr"	"    76238"
"ADCK2"	"    90956"	"Adck2"	"    57869"
"MMRN1"	"    22915"	"Mmrn1"	"    70945"
"DDX42"	"    11325"	"Ddx42"	"    72047"
"AP1G2"	"     8906"	"Ap1g2"	"    11766"
"F8"	"     2157"	"F8"	"    14069"
"GCSAM"	"   257144"	"Gcsam"	"    14525"
"NTRK3"	"     4916"	"Ntrk3"	"    18213"
"PTBP1"	"     5725"	"Ptbp1"	"    19205"
"STRA8"	"   346673"	"Stra8"	"    20899"
"AHRR"	"    57491"	"Ahrr"	"    11624"
"DDX4"	"    54514"	"Ddx4"	"    13206"
"LEFTY1"	"    10637"	"Lefty1"	"    13590"
"EVI2A"	"     2123"	"Evi2a"	"    14017"
"IFNAR2"	"     3455"	"Ifnar2"	"    15976"
"SERF1A"	"     8293"	"Serf1"	"    20365"
"ZNF25"	"   219749"	"Zfp9"	"    22750"
"CLEC4A"	"    50856"	"Clec4a2"	"    26888"
"CABYR"	"    26256"	"Cabyr"	"    71132"
"RABGAP1"	"    23637"	"Rabgap1"	"   227800"
"CABIN1"	"    23523"	"Cabin1"	"   104248"
"EPB41L3"	"    23136"	"Epb41l3"	"    13823"
"MYCBP"	"    26292"	"Mycbp"	"    56309"
"TNFRSF13B"	"    23495"	"Tnfrsf13b"	"    57916"
"ZNF112"	"     7771"	"Zfp112"	"    57745"
"MGA"	"    23269"	"Mga"	"    29808"
"RBFOX2"	"    23543"	"Rbfox2"	"    93686"
"EID1"	"    23741"	"Eid1"	"    58521"
"NEK6"	"    10783"	"Nek6"	"    59126"
"RBMS3"	"    27303"	"Rbms3"	"   207181"
"ERO1A"	"    30001"	"Ero1l"	"    50527"
"PPIP5K1"	"     9677"	"Ppip5k1"	"   327655"
"RAB11FIP3"	"     9727"	"Rab11fip3"	"   215445"
"PPP1R26"	"     9858"	"Ppp1r26"	"   241289"
"PHF8"	"    23133"	"Phf8"	"   320595"
"ALMS1"	"     7840"	"Alms1"	"   236266"
"SULF1"	"    23213"	"Sulf1"	"   240725"
"PPIP5K2"	"    23262"	"Ppip5k2"	"   227399"
"ICOSLG"	"    23308"	"Icosl"	"    50723"
"SZT2"	"    23334"	"Szt2"	"   230676"
"ARHGEF4"	"    50649"	"Arhgef4"	"   226970"
"PANX1"	"    24145"	"Panx1"	"    55991"
"DCAF12"	"    25853"	"Dcaf12"	"    68970"
"OSBPL3"	"    26031"	"Osbpl3"	"    71720"
"CHCHD2"	"    51142"	"Chchd2"	"    14004"
"NOL7"	"    51406"	"Nol7"	"    70078"
"SNX9"	"    51429"	"Snx9"	"    66616"
"AKAP7"	"     9465"	"Akap7"	"   432442"
"CDKL3"	"    51265"	"Cdkl3"	"   213084"
"CLEC1B"	"    51266"	"Clec1b"	"    56760"
"ACKR4"	"    51554"	"Ackr4"	"   252837"
"CRLF2"	"    64109"	"Crlf2"	"    57914"
"OAS2"	"     4939"	"Oas2"	"   246728"
"MYO5B"	"     4645"	"Myo5b"	"    17919"
"SULT2B1"	"     6820"	"Sult2b1"	"    54200"
"XAF1"	"    54739"	"Xaf1"	"   327959"
"TET2"	"    54790"	"Tet2"	"   214133"
"LAX1"	"    54900"	"Lax1"	"   240754"
"TMEM260"	"    54916"	"Tmem260"	"   218989"
"TRNAU1AP"	"    54952"	"Trnau1ap"	"    71787"
"VPS13B"	"   157680"	"Vps13b"	"   666173"
"PARPBP"	"    55010"	"Parpbp"	"    75317"
"C9orf40"	"    55071"	"D030056L22Rik"	"   225995"
"MANSC1"	"    54682"	"Mansc1"	"    67729"
"CENPQ"	"    55166"	"Cenpq"	"    83815"
"IQCC"	"    55721"	"Iqcc"	"   230767"
"DNAJC17"	"    55192"	"Dnajc17"	"    69408"
"FANCI"	"    55215"	"Fanci"	"   208836"
"CDK5RAP2"	"    55755"	"Cdk5rap2"	"   214444"
"FGGY"	"    55277"	"Fggy"	"    75578"
"C4orf19"	"    55286"	"0610040J01Rik"	"    76261"
"ZNF839"	"    55778"	"Zfp839"	"    72805"
"STYK1"	"    55359"	"Styk1"	"   243659"
"C5AR2"	"    27202"	"C5ar2"	"   319430"
"MARK1"	"     4139"	"Mark1"	"   226778"
"IFT20"	"    90410"	"Ift20"	"    55978"
"GFOD1"	"    54438"	"Gfod1"	"   328232"
"C11orf71"	"    54494"	"Gm5617"	"   434402"
"TNXB"	"     7148"	"Tnxb"	"    81877"
"PRKAA1"	"     5562"	"Prkaa1"	"   105787"
"IL36G"	"    56300"	"Il1f9"	"   215257"
"GPS2"	"     2874"	"Gps2"	"    56310"
"PSRC1"	"    84722"	"Psrc1"	"    56742"
"CLEC7A"	"    64581"	"Clec7a"	"    56644"
"EIF5"	"     1983"	"Eif5"	"   217869"
"NDUFA4L2"	"    56901"	"Ndufa4l2"	"   407790"
"CEACAM19"	"    56971"	"Ceacam19"	"   319930"
"CD177"	"    57126"	"Cd177"	"    68891"
"LRTM1"	"    57408"	"Lrtm1"	"   319476"
"RANBP10"	"    57610"	"Ranbp10"	"    74334"
"DHRS4"	"    10901"	"Dhrs4"	"    28200"
"SLAMF7"	"    57823"	"Slamf7"	"    75345"
"RHOU"	"    58480"	"Rhou"	"    69581"
"LY6G5B"	"    58496"	"Ly6g5b"	"   266614"
"RRAGD"	"    58528"	"Rragd"	"    52187"
"PGLYRP2"	"   114770"	"Pglyrp2"	"    57757"
"MKNK2"	"     2872"	"Mknk2"	"    17347"
"CXCL16"	"    58191"	"Cxcl16"	"    66102"
"PIEZO2"	"    63895"	"Piezo2"	"   667742"
"FAM111A"	"    63901"	"Fam111a"	"   107373"
"FAM217B"	"    63939"	"Fam217b"	"    71532"
"DPEP2"	"    64174"	"Dpep2"	"   319446"
"LMBR1"	"    64327"	"Lmbr1"	"    56873"
"TMEM267"	"    64417"	"Tmem267"	"   633640"
"TNS3"	"    64759"	"Tns3"	"   319939"
"SOWAHC"	"    65124"	"Sowahc"	"   268301"
"NADK"	"    65220"	"Nadk"	"   192185"
"KNOP1"	"   400506"	"Knop1"	"    66356"
"TUBB2B"	"   347733"	"Tubb2b"	"    73710"
"C1orf116"	"    79098"	"AA986860"	"   212439"
"ALG14"	"   199857"	"Alg14"	"    66789"
"APLF"	"   200558"	"Aplf"	"    72103"
"CENPO"	"    79172"	"Cenpo"	"    52504"
"TCTN1"	"    79600"	"Tctn1"	"   654470"
"C1orf54"	"    79630"	"BC028528"	"   229600"
"IGFLR1"	"    79713"	"Igflr1"	"   101883"
"BBS10"	"    79738"	"Bbs10"	"    71769"
"KDM8"	"    79831"	"Kdm8"	"    77035"
"ZNF669"	"    79862"	"Zfp963"	"   620419"
"THSD4"	"    79875"	"Thsd4"	"   207596"
"AGO3"	"   192669"	"Ago3"	"   214150"
"DSN1"	"    79980"	"Dsn1"	"    66934"
"TMEM156"	"    80008"	"Tmem156"	"   243025"
"MYO19"	"    80179"	"Myo19"	"    66196"
"WDCP"	"    80304"	"Wdcp"	"   238037"
"ACAD10"	"    80724"	"Acad10"	"    71985"
"OXLD1"	"   339229"	"Oxld1"	"    66431"
"PYURF"	"100996939"	"Pyurf"	"    66459"
"BCL2L14"	"    79370"	"Bcl2l14"	"    66813"
"C6orf118"	"   168090"	"1700010I14Rik"	"    66931"
"KHDC3L"	"   154288"	"Khdc3"	"    66991"
"C2orf74"	"   339804"	"1700093K21Rik"	"    67358"
"CDCA5"	"   113130"	"Cdca5"	"    67849"
"NIFK"	"    84365"	"Nifk"	"    67949"
"MAF1"	"    84232"	"Maf1"	"    68877"
"ANKRD24"	"   170961"	"Ankrd24"	"    70615"
"ACAD11"	"    84129"	"Acad11"	"   102632"
"TNFRSF13C"	"   115650"	"Tnfrsf13c"	"    72049"
"FGFBP3"	"   143282"	"Fgfbp3"	"    72514"
"C7orf50"	"    84310"	"3110082I17Rik"	"    73212"
"IQCE"	"    23288"	"Iqce"	"    74239"
"SLX4IP"	"   128710"	"Slx4ip"	"    74243"
"GORASP1"	"    64689"	"Gorasp1"	"    74498"
"IQCD"	"   115811"	"Iqcd"	"    75732"
"C14orf39"	"   317761"	"4930447C04Rik"	"    75801"
"CLYBL"	"   171425"	"Clybl"	"    69634"
"MTIF3"	"   219402"	"Mtif3"	"    76366"
"PLET1"	"   349633"	"Plet1"	"    76509"
"SLAMF6"	"   114836"	"Slamf6"	"    30925"
"AKNA"	"    80709"	"Akna"	"   100182"
"TEX11"	"    56159"	"Tex11"	"    83558"
"CDCA7"	"    83879"	"Cdca7"	"    66953"
"CCDC8"	"    83987"	"Ccdc8"	"   434130"
"NCALD"	"    83988"	"Ncald"	"    52589"
"C3orf20"	"    84077"	"4930590J08Rik"	"   381798"
"PCBD2"	"    84105"	"Pcbd2"	"    72562"
"SLA2"	"    84174"	"Sla2"	"    77799"
"SLC49A3"	"    84179"	"Mfsd7a"	"   243197"
"CCDC88B"	"   283234"	"Ccdc88b"	"    78317"
"C2orf88"	"    84281"	"1700019D03Rik"	"    67080"
"COX14"	"    84987"	"Cox14"	"    66379"
"RERG"	"    85004"	"Rerg"	"   232441"
"ZNF3"	"     7551"	"Zfp113"	"    56314"
"HELLS"	"     3070"	"Hells"	"    15201"
"HSPB9"	"    94086"	"Hspb9"	"    75482"
"CCNO"	"    10309"	"Ccno"	"   218630"
"RAD51B"	"     5890"	"Rad51b"	"    19363"
"ABHD17A"	"    81926"	"Abhd17a"	"   216169"
"YPEL1"	"    29799"	"Ypel1"	"   106369"
"MAP3K15"	"   389840"	"Map3k15"	"   270672"
"HELB"	"    92797"	"Helb"	"   117599"
"IZUMO4"	"   113177"	"Izumo4"	"    71564"
"FCRL1"	"   115350"	"Fcrl1"	"   229499"
"SIGLEC8"	"    27181"	"Siglecf"	"   233186"
"RAPGEF1"	"     2889"	"Rapgef1"	"   107746"
"PARG"	"     8505"	"Parg"	"    26430"
"LIPT1"	"    51601"	"Lipt1"	"   623661"
"B3GAT2"	"   135152"	"B3gat2"	"   280645"
"TBC1D12"	"    23232"	"Tbc1d12"	"   209478"
"BRI3BP"	"   140707"	"Bri3bp"	"    76809"
"PKN3"	"    29941"	"Pkn3"	"   263803"
"TADA2B"	"    93624"	"Tada2b"	"   231151"
"FAM71B"	"   153745"	"Fam71b"	"   432552"
"CEP164"	"    22897"	"Cep164"	"   214552"
"CFAP57"	"   149465"	"Cfap57"	"    68625"
"DTX3L"	"   151636"	"Dtx3l"	"   209200"
"PKD1L1"	"   168507"	"Pkd1l1"	"   171395"
"CLEC12A"	"   160364"	"Clec12a"	"   232413"
"TIMD4"	"    91937"	"Timd4"	"   276891"
"NOXRED1"	"   122945"	"Noxred1"	"    71275"
"MYO3B"	"   140469"	"Myo3b"	"   329421"
"IL31RA"	"   133396"	"Il31ra"	"   218624"
"CD300LF"	"   146722"	"Cd300lf"	"   246746"
"C1orf105"	"    92346"	"4930558K02Rik"	"    75368"
"POC1A"	"    25886"	"Poc1a"	"    70235"
"ZSCAN20"	"     7579"	"Zscan20"	"   269585"
"TMEM71"	"   137835"	"Tmem71"	"   213068"
"PROSER2"	"   254427"	"Proser2"	"   227545"
"CCDC122"	"   160857"	"Ccdc122"	"   108811"
"DDIAS"	"   220042"	"Ddias"	"    74041"
"LRRC25"	"   126364"	"Lrrc25"	"   211228"
"ZNF519"	"   162655"	"Zfp386"	"    56220"
"TMEM217"	"   221468"	"Tmem217"	"    71138"
"C1orf159"	"    54991"	"9430015G10Rik"	"   230996"
"SPIDR"	"    23514"	"Spidr"	"   224008"
"ZNF790"	"   388536"	"Zfp790"	"   233056"
"FAM185A"	"   222234"	"Fam185a"	"   330050"
"FAM219A"	"   203259"	"Fam219a"	"    71901"
"C16orf46"	"   123775"	"1700030J22Rik"	"    69528"
"EID2B"	"   126272"	"Eid2b"	"   434156"
"AMER1"	"   139285"	"Amer1"	"    72345"
"PROCA1"	"   147011"	"Proca1"	"   216974"
"ZNF565"	"   147929"	"Zfp84"	"    74352"
"ZNF569"	"   148266"	"Zfp74"	"    72723"
"CKAP2L"	"   150468"	"Ckap2l"	"    70466"
"CCDC116"	"   164592"	"Ccdc116"	"    76872"
"FANCB"	"     2187"	"Fancb"	"   237211"
"DCP1B"	"   196513"	"Dcp1b"	"   319618"
"DAND5"	"   199699"	"Dand5"	"    23863"
"GAPT"	"   202309"	"Gapt"	"   238875"
"TBC1D32"	"   221322"	"Tbc1d32"	"   544696"
"AKNAD1"	"   254268"	"Aknad1"	"   329738"
"HEATR9"	"   256957"	"Heatr9"	"   629303"
"C9orf43"	"   257169"	"4933430I17Rik"	"   214106"
"SPATA33"	"   124045"	"Spata33"	"   320869"
"C6orf141"	"   135398"	"9130008F23Rik"	"    71583"
"ALDH1L2"	"   160428"	"Aldh1l2"	"   216188"
"FAM102A"	"   399665"	"Fam102a"	"    98952"
"IFNLR1"	"   163702"	"Ifnlr1"	"   242700"
"UBR3"	"   130507"	"Ubr3"	"    68795"
"PPP1R36"	"   145376"	"Ppp1r36"	"   210762"
"SMIM7"	"    79086"	"Smim7"	"    66818"
"KIAA1109"	"    84162"	"4932438A13Rik"	"   229227"
"CLEC9A"	"   283420"	"Clec9a"	"   232414"
"INTS6L"	"   203522"	"Ints6l"	"   236790"
"HYDIN"	"    54768"	"Hydin"	"   244653"
"C18orf54"	"   162681"	"4930503L19Rik"	"   269033"
"TANGO6"	"    79613"	"Tango6"	"   272538"
"ERICH5"	"   203111"	"Erich5"	"   239368"
"RSPO1"	"   284654"	"Rspo1"	"   192199"
"CCDC141"	"   285025"	"Ccdc141"	"   545428"
"PPIL6"	"   285755"	"Ppil6"	"    73075"
"TPRN"	"   286262"	"Tprn"	"    97031"
"OOSP2"	"   219990"	"Oosp2"	"   225922"
"TMEM86B"	"   255043"	"Tmem86b"	"    68255"
"MCEMP1"	"   199675"	"Mcemp1"	"    69189"
"CCDC107"	"   203260"	"Ccdc107"	"   622404"
"TCERG1L"	"   256536"	"Tcerg1l"	"    70571"
"SVOPL"	"   136306"	"Svopl"	"   320590"
"PLEKHA7"	"   144100"	"Plekha7"	"   233765"
"C11orf95"	"    65998"	"2700081O15Rik"	"   108899"
"CCDC38"	"   120935"	"Ccdc38"	"   237465"
"FAM221B"	"   392307"	"Fam221b"	"   242408"
"C12orf60"	"   144608"	"BC049715"	"   320135"
"XKR5"	"   389610"	"Xkr5"	"   319581"
"BTLA"	"   151888"	"Btla"	"   208154"
"CCDC73"	"   493860"	"Ccdc73"	"   211936"
"SETD1A"	"     9739"	"Setd1a"	"   233904"
"CCDC36"	"   339834"	"Ccdc36"	"   434438"
"TREML1"	"   340205"	"Treml1"	"    71326"
"TMEM202"	"   338949"	"Tmem202"	"    73893"
"ZNF778"	"   197320"	"Zfp26"	"    22688"
"AXDND1"	"   126859"	"Axdnd1"	"    77352"
"SYNE1"	"    23345"	"Syne1"	"    64009"
"NAV2"	"    89797"	"Nav2"	"    78286"
"GPRIN3"	"   285513"	"Gprin3"	"   243385"
"ZNF605"	"100289635"	"Zfp605"	"   675812"
"QRFP"	"   347148"	"Qrfp"	"   227717"
"KIF24"	"   347240"	"Kif24"	"   109242"
"CCDC57"	"   284001"	"Ccdc57"	"    71276"
"RUFY4"	"   285180"	"Rufy4"	"   435626"
"SOGA1"	"   140710"	"Soga1"	"   320706"
"ILDR2"	"   387597"	"Ildr2"	"100039795"
"CERKL"	"   375298"	"Cerkl"	"   228094"
"C9orf131"	"   138724"	"1700022I11Rik"	"    67317"
"ZNF784"	"   147808"	"Zfp784"	"   654801"
"DOCK8"	"    81704"	"Dock8"	"    76088"
"CEP85L"	"   387119"	"Cep85l"	"100038725"
"SPAG17"	"   200162"	"Spag17"	"    74362"
"SCIMP"	"   388325"	"Scimp"	"   327957"
"KBTBD12"	"   166348"	"Kbtbd12"	"    74589"
"TOMM20L"	"   387990"	"Tomm20l"	"    75266"
"KRTDAP"	"   388533"	"Krtdap"	"    64661"
"C4orf50"	"   389197"	"Gm1043"	"   381634"
"BEND4"	"   389206"	"Bend4"	"   666938"
"TTC9"	"    23508"	"Ttc9"	"    69480"
"KIAA1328"	"    57536"	"AW554918"	"   225289"
"FAM169A"	"    26049"	"Fam169a"	"   320557"
"ZFHX2"	"    85446"	"Zfhx2"	"   239102"
"USP22"	"    23326"	"Usp22"	"   216825"
"SRGAP2"	"    23380"	"Srgap2"	"    14270"
"CXorf65"	"   158830"	"Gm614"	"   245536"
"IGSF23"	"   147710"	"Igsf23"	"    70080"
"GRAMD2A"	"   196996"	"Gramd2"	"   546134"
"SMIM24"	"   284422"	"Smim24"	"    72273"
"SLC6A19"	"   340024"	"Slc6a19"	"    74338"
"C16orf91"	"   283951"	"BC003965"	"   214489"
"ZDBF2"	"    57683"	"Zdbf2"	"    73884"
"SAMD15"	"   161394"	"Samd15"	"   238333"
"INTS1"	"    26173"	"Ints1"	"    68510"
"SERPINE3"	"   647174"	"Serpine3"	"   319433"
"PARP10"	"    84875"	"Parp10"	"   671535"
"RAB44"	"   401258"	"Rab44"	"   442827"
"ATXN7L1"	"   222255"	"Atxn7l1"	"   380753"
"FER1L6"	"   654463"	"Fer1l6"	"   631797"
"GON7"	"    84520"	"Gon7"	"100233175"
"MYO18B"	"    84700"	"Myo18b"	"    74376"
"ARL16"	"   339231"	"Arl16"	"    70317"
"LEKR1"	"   389170"	"Lekr1"	"   624866"
"ANKUB1"	"   389161"	"Ankub1"	"   242037"
"KCTD21"	"   283219"	"Kctd21"	"   622320"
"ZNF652"	"    22834"	"Zfp652"	"   268469"
"FAM228A"	"   653140"	"Fam228a"	"    74855"
"C10orf71"	"   118461"	"3425401B19Rik"	"100504518"
"ABCD1"	"      215"	"Abcd1"	"    11666"
"ANK1"	"      286"	"Ank1"	"    11733"
"CDK4"	"     1019"	"Cdk4"	"    12567"
"COL3A1"	"     1281"	"Col3a1"	"    12825"
"COL5A1"	"     1289"	"Col5a1"	"    12831"
"SLC26A3"	"     1811"	"Slc26a3"	"    13487"
"ITGB3"	"     3690"	"Itgb3"	"    16416"
"KRT18"	"     3875"	"Krt18"	"    16668"
"MPO"	"     4353"	"Mpo"	"    17523"
"PITX2"	"     5308"	"Pitx2"	"    18741"
"RPGR"	"     6103"	"Rpgr"	"    19893"
"ALDH3A2"	"      224"	"Aldh3a2"	"    11671"
"MYL2"	"     4633"	"Myl2"	"    17906"
"COL10A1"	"     1300"	"Col10a1"	"    12813"
"FBP1"	"     2203"	"Fbp1"	"    14121"
"GALNS"	"     2588"	"Galns"	"    50917"
"LDLR"	"     3949"	"Ldlr"	"    16835"
"SLC11A2"	"     4891"	"Slc11a2"	"    18174"
"ALAS1"	"      211"	"Alas1"	"    11655"
"ALDH2"	"      217"	"Aldh2"	"    11669"
"ALDH9A1"	"      223"	"Aldh9a1"	"    56752"
"CACNA1C"	"      775"	"Cacna1c"	"    12288"
"CYP51A1"	"     1595"	"Cyp51"	"    13121"
"HTR2B"	"     3357"	"Htr2b"	"    15559"
"ITGAX"	"     3687"	"Itgax"	"    16411"
"OXT"	"     5020"	"Oxt"	"    18429"
"P4HB"	"     5034"	"P4hb"	"    18453"
"ABCB1"	"     5243"	"Abcb1a"	"    18671"
"PPP3CA"	"     5530"	"Ppp3ca"	"    19055"
"CAT"	"      847"	"Cat"	"    12359"
"FMO1"	"     2326"	"Fmo1"	"    14261"
"IFNG"	"     3458"	"Ifng"	"    15978"
"STXBP2"	"     6813"	"Stxbp2"	"    20911"
"GNB1"	"     2782"	"Gnb1"	"    14688"
"RAB5C"	"     5878"	"Rab5c"	"    19345"
"GNAS"	"     2778"	"Gnas"	"    14683"
"SEC11A"	"    23478"	"Sec11a"	"    56529"
"SEC61A1"	"    29927"	"Sec61a1"	"    53421"
"GNAI2"	"     2771"	"Gnai2"	"    14678"
"CCL1"	"     6346"	"Ccl1"	"    20290"
"ACPP"	"       55"	"Acpp"	"    56318"
"ACTN1"	"       87"	"Actn1"	"   109711"
"SLC25A5"	"      292"	"Slc25a5"	"    11740"
"ANXA6"	"      309"	"Anxa6"	"    11749"
"CAMK2D"	"      817"	"Camk2d"	"   108058"
"CCNA2"	"      890"	"Ccna2"	"    12428"
"CDK8"	"     1024"	"Cdk8"	"   264064"
"CDK9"	"     1025"	"Cdk9"	"   107951"
"RCC1"	"     1104"	"Rcc1"	"   100088"
"CHI3L1"	"     1116"	"Chil1"	"    12654"
"CSNK2B"	"     1460"	"Csnk2b"	"    13001"
"DOCK1"	"     1793"	"Dock1"	"   330662"
"DYRK1A"	"     1859"	"Dyrk1a"	"    13548"
"ERN1"	"     2081"	"Ern1"	"    78943"
"GPC4"	"     2239"	"Gpc4"	"    14735"
"PRMT2"	"     3275"	"Prmt2"	"    15468"
"DNAJA1"	"     3301"	"Dnaja1"	"    15502"
"ABCA2"	"       20"	"Abca2"	"    11305"
"ARF4"	"      378"	"Arf4"	"    11843"
"ATP2B1"	"      490"	"Atp2b1"	"    67972"
"BPGM"	"      669"	"Bpgm"	"    12183"
"CMA1"	"     1215"	"Cma1"	"    17228"
"COL2A1"	"     1280"	"Col2a1"	"    12824"
"CR2"	"     1380"	"Cr2"	"    12902"
"CTSD"	"     1509"	"Ctsd"	"    13033"
"CYC1"	"     1537"	"Cyc1"	"    66445"
"DCTD"	"     1635"	"Dctd"	"   320685"
"SPEG"	"    10290"	"Speg"	"    11790"
"DRP2"	"     1821"	"Drp2"	"    13497"
"DUSP6"	"     1848"	"Dusp6"	"    67603"
"ESD"	"     2098"	"Esd"	"    13885"
"FLI1"	"     2313"	"Fli1"	"    14247"
"GNB3"	"     2784"	"Gnb3"	"    14695"
"GSK3B"	"     2932"	"Gsk3b"	"    56637"
"GTF3A"	"     2971"	"Gtf3a"	"    66596"
"HK3"	"     3101"	"Hk3"	"   212032"
"HPCA"	"     3208"	"Hpca"	"    15444"
"TNC"	"     3371"	"Tnc"	"    21923"
"KCNJ13"	"     3769"	"Kcnj13"	"100040591"
"KDR"	"     3791"	"Kdr"	"    16542"
"KIF3C"	"     3797"	"Kif3c"	"    16570"
"KPNA1"	"     3836"	"Kpna1"	"    16646"
"KRT8"	"     3856"	"Krt8"	"    16691"
"KRT81"	"     3887"	"Krt81"	"    64818"
"LDHB"	"     3945"	"Ldhb"	"    16832"
"LYN"	"     4067"	"Lyn"	"    17096"
"MARK3"	"     4140"	"Mark3"	"    17169"
"MIF"	"     4282"	"Mif"	"    17319"
"MSI1"	"     4440"	"Msi1"	"    17690"
"NRAS"	"     4893"	"Nras"	"    18176"
"OGDH"	"     4967"	"Ogdh"	"    18293"
"PAK3"	"     5063"	"Pak3"	"    18481"
"CDK17"	"     5128"	"Cdk17"	"   237459"
"PFKL"	"     5211"	"Pfkl"	"    18641"
"PLAU"	"     5328"	"Plau"	"    18792"
"PLCG2"	"     5336"	"Plcg2"	"   234779"
"PLD2"	"     5338"	"Pld2"	"    18806"
"POU2F2"	"     5452"	"Pou2f2"	"    18987"
"PRKCA"	"     5578"	"Prkca"	"    18750"
"MAPK3"	"     5595"	"Mapk3"	"    26417"
"MAPK6"	"     5597"	"Mapk6"	"    50772"
"MAPK11"	"     5600"	"Mapk11"	"    19094"
"MAPK9"	"     5601"	"Mapk9"	"    26420"
"MAP2K6"	"     5608"	"Map2k6"	"    26399"
"PRPSAP1"	"     5635"	"Prpsap1"	"    67763"
"PSMB5"	"     5693"	"Psmb5"	"    19173"
"PSMD4"	"     5710"	"Psmd4"	"    19185"
"PTPRK"	"     5796"	"Ptprk"	"    19272"
"RAB6A"	"     5870"	"Rab6a"	"    19346"
"RAC2"	"     5880"	"Rac2"	"    19354"
"RANGAP1"	"     5905"	"Rangap1"	"    19387"
"RAP2B"	"     5912"	"Rap2b"	"    74012"
"RBBP7"	"     5931"	"Rbbp7"	"   245688"
"RPS6KA1"	"     6195"	"Rps6ka1"	"    20111"
"MAPK12"	"     6300"	"Mapk12"	"    29857"
"SCN7A"	"     6332"	"Scn7a"	"    20272"
"SET"	"     6418"	"Set"	"    56086"
"SRSF3"	"     6428"	"Srsf3"	"    20383"
"SH3GL1"	"     6455"	"Sh3gl1"	"    20405"
"SMARCA1"	"     6594"	"Smarca1"	"    93761"
"STAT5B"	"     6777"	"Stat5b"	"    20851"
"CDKL5"	"     6792"	"Cdkl5"	"   382253"
"TAF4"	"     6874"	"Taf4"	"   228980"
"THOP1"	"     7064"	"Thop1"	"    50492"
"TNNC2"	"     7125"	"Tnnc2"	"    21925"
"TNNC1"	"     7134"	"Tnnc1"	"    21924"
"TPT1"	"     7178"	"Tpt1"	"    22070"
"NR2C1"	"     7181"	"Nr2c1"	"    22025"
"TXNRD1"	"     7296"	"Txnrd1"	"    50493"
"UBE2V2"	"     7336"	"Ube2v2"	"    70620"
"EZR"	"     7430"	"Ezr"	"    22350"
"ZNF174"	"     7727"	"Zfp174"	"   385674"
