"drugID"	"drug_name"	"status"	"Swiss_target_ID"	"target_name"	"gene_symbol"	"target_organism"	"drug_action"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P07204"	"Thrombomodulin"	"THBD"	"modulator"	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P00750"	"Tissue-type plasminogen activator"	"PLAT"	"modulator"	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P12104"	"Fatty acid-binding protein, intestinal"	"FABP2"	"binder"	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P37231"	"Peroxisome proliferator-activated receptor gamma"	"PPARG"	"activator"	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P13569"	"Cystic fibrosis transmembrane conductance regulator"	"CFTR"	"inhibitor"	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P46059"	"Solute carrier family 15 member 1"	"SLC15A1"	NA	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"Q07869"	"Peroxisome proliferator-activated receptor alpha"	"PPARA"	NA	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P07359"	"Platelet glycoprotein Ib alpha chain"	"GP1BA"	NA	"Humans"
"DB09213"	"Dexibuprofen"	"approved, investigational"	"P31151"	"Protein S100-A7"	"S100A7"	NA	"Humans"
"DB09214"	"Dexketoprofen"	"approved, investigational"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"antagonist"	"Humans"
"DB09214"	"Dexketoprofen"	"approved, investigational"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"antagonist"	"Humans"
"DB09215"	"Droxicam"	"withdrawn"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"inhibitor"	"Humans"
"DB09215"	"Droxicam"	"withdrawn"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"inhibitor"	"Humans"
"DB09216"	"Tolfenamic Acid"	"approved, investigational"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"antagonist"	"Humans"
"DB09216"	"Tolfenamic Acid"	"approved, investigational"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"antagonist"	"Humans"
"DB09217"	"Firocoxib"	"experimental, vet_approved"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	NA	"Humans"
"DB09218"	"Clonixin"	"experimental"	NA	NA	NA	NA	NA
"DB09219"	"Bisoxatin"	"approved"	NA	NA	NA	NA	NA
"DB09220"	"Nicorandil"	"approved, investigational"	"O60706"	"ATP-binding cassette sub-family C member 9"	"ABCC9"	"activator"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P01375"	"Tumor necrosis factor"	"TNF"	"inhibitor"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P05231"	"Interleukin-6"	"IL6"	"inhibitor"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P08700"	"Interleukin-3"	"IL3"	"inhibitor"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P17948"	"Vascular endothelial growth factor receptor 1"	"FLT1"	"agonist"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P01138"	"Beta-nerve growth factor"	"NGF"	"agonist"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P09619"	"Platelet-derived growth factor receptor beta"	"PDGFRB"	"agonist"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P07900"	"Heat shock protein HSP 90-alpha"	"HSP90AA1"	"agonist"	"Humans"
"DB09221"	"Polaprezinc"	"experimental"	"P08238"	"Heat shock protein HSP 90-beta"	"HSP90AB1"	"agonist"	"Humans"
"DB09222"	"Fibrinogen Human"	"approved"	NA	NA	NA	NA	NA
"DB09223"	"Blonanserin"	"investigational"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB09223"	"Blonanserin"	"investigational"	"P35462"	"D(3) dopamine receptor"	"DRD3"	"antagonist"	"Humans"
"DB09223"	"Blonanserin"	"investigational"	"P28223"	"5-hydroxytryptamine receptor 2A"	"HTR2A"	"antagonist"	"Humans"
"DB09224"	"Melperone"	"investigational"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P21728"	"D(1A) dopamine receptor"	"DRD1"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P28223"	"5-hydroxytryptamine receptor 2A"	"HTR2A"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P50406"	"5-hydroxytryptamine receptor 6"	"HTR6"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P34969"	"5-hydroxytryptamine receptor 7"	"HTR7"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P23975"	"Sodium-dependent noradrenaline transporter"	"SLC6A2"	"antagonist"	"Humans"
"DB09225"	"Zotepine"	"approved, investigational, withdrawn"	"P31645"	"Sodium-dependent serotonin transporter"	"SLC6A4"	"antagonist"	"Humans"
"DB09226"	"RP-5063"	"investigational"	NA	NA	NA	NA	NA
"DB09227"	"Barnidipine"	"experimental"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P00736"	"Complement C1r subcomponent"	"C1R"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P09871"	"Complement C1s subcomponent"	"C1S"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P03952"	"Plasma kallikrein"	"KLKB1"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P00748"	"Coagulation factor XII"	"F12"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P00734"	"Prothrombin"	"F2"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P03951"	"Coagulation factor XI"	"F11"	"inhibitor"	"Humans"
"DB09228"	"Conestat alfa"	"approved, investigational"	"P00750"	"Tissue-type plasminogen activator"	"PLAT"	"inhibitor"	"Humans"
"DB09229"	"Aranidipine"	"experimental"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09229"	"Aranidipine"	"experimental"	"Q01668"	"Voltage-dependent L-type calcium channel subunit alpha-1D"	"CACNA1D"	"antagonist"	"Humans"
"DB09229"	"Aranidipine"	"experimental"	"O60840"	"Voltage-dependent L-type calcium channel subunit alpha-1F"	"CACNA1F"	"antagonist"	"Humans"
"DB09229"	"Aranidipine"	"experimental"	"Q13698"	"Voltage-dependent L-type calcium channel subunit alpha-1S"	"CACNA1S"	"antagonist"	"Humans"
"DB09229"	"Aranidipine"	"experimental"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"agonist"	"Humans"
"DB09230"	"Azelnidipine"	"investigational"	"Q02641"	"Voltage-dependent L-type calcium channel subunit beta-1"	"CACNB1"	"agonist"	"Humans"
"DB09231"	"Benidipine"	"experimental"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09231"	"Benidipine"	"experimental"	"Q00975"	"Voltage-dependent N-type calcium channel subunit alpha-1B"	"CACNA1B"	"antagonist"	"Humans"
"DB09231"	"Benidipine"	"experimental"	"O43497"	"Voltage-dependent T-type calcium channel subunit alpha-1G"	"CACNA1G"	"antagonist"	"Humans"
"DB09232"	"Cilnidipine"	"investigational"	"Q00975"	"Voltage-dependent N-type calcium channel subunit alpha-1B"	"CACNA1B"	"antagonist"	"Humans"
"DB09232"	"Cilnidipine"	"investigational"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09233"	"Cronidipine"	"experimental"	NA	NA	NA	NA	NA
"DB09234"	"Darodipine"	"experimental"	NA	NA	NA	NA	NA
"DB09235"	"Efonidipine"	"experimental"	"Q9P0X4"	"Voltage-dependent T-type calcium channel subunit alpha-1I"	"CACNA1I"	"antagonist"	"Humans"
"DB09235"	"Efonidipine"	"experimental"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	NA	"Humans"
"DB09236"	"Lacidipine"	"approved, investigational"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09237"	"Levamlodipine"	"experimental"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"antagonist"	"Humans"
"DB09237"	"Levamlodipine"	"experimental"	"P29474"	"Nitric oxide synthase, endothelial"	"NOS3"	"agonist"	"Humans"
"DB09237"	"Levamlodipine"	"experimental"	"P35228"	"Nitric oxide synthase, inducible"	"NOS2"	"agonist"	"Humans"
"DB09238"	"Manidipine"	"approved, investigational"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	"blocker"	"Humans"
"DB09238"	"Manidipine"	"approved, investigational"	"O43497"	"Voltage-dependent T-type calcium channel subunit alpha-1G"	"CACNA1G"	"blocker"	"Humans"
"DB09239"	"Niguldipine"	"experimental"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"antagonist"	"Humans"
"DB09240"	"Niludipine"	"experimental"	NA	NA	NA	NA	NA
"DB09241"	"Methylene blue"	"approved, investigational"	"P33402"	"Guanylate cyclase soluble subunit alpha-2"	"GUCY1A2"	"antagonist"	"Humans"
"DB09241"	"Methylene blue"	"approved, investigational"	"P29475"	"Nitric oxide synthase, brain"	"NOS1"	"antagonist"	"Humans"
"DB09242"	"Moxonidine"	"approved, investigational"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"agonist"	"Humans"
"DB09242"	"Moxonidine"	"approved, investigational"	"Q9Y2I1"	"Nischarin"	"NISCH"	"agonist"	"Humans"
"DB09243"	"Hydracarbazine"	"experimental"	NA	NA	NA	NA	NA
"DB09244"	"Pirlindole"	"experimental"	"P21397"	"Amine oxidase [flavin-containing] A"	"MAOA"	"antagonist"	"Humans"
"DB09244"	"Pirlindole"	"experimental"	"P08908"	"5-hydroxytryptamine receptor 1A"	"HTR1A"	"antagonist"	"Humans"
"DB09244"	"Pirlindole"	"experimental"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"antagonist"	"Humans"
"DB09245"	"Toloxatone"	"experimental"	"P21397"	"Amine oxidase [flavin-containing] A"	"MAOA"	"antagonist"	"Humans"
"DB09246"	"Benmoxin"	"withdrawn"	NA	NA	NA	NA	NA
"DB09247"	"Iproclozide"	"withdrawn"	NA	NA	NA	NA	NA
"DB09248"	"Mebanazine"	"withdrawn"	NA	NA	NA	NA	NA
"DB09249"	"Octamoxin"	"withdrawn"	NA	NA	NA	NA	NA
"DB09250"	"Pheniprazine"	"withdrawn"	NA	NA	NA	NA	NA
"DB09251"	"Phenoxypropazine"	"withdrawn"	NA	NA	NA	NA	NA
"DB09252"	"Pivhydrazine"	"withdrawn"	NA	NA	NA	NA	NA
"DB09253"	"Safrazine"	"withdrawn"	NA	NA	NA	NA	NA
"DB09254"	"Caroxazone"	"withdrawn"	NA	NA	NA	NA	NA
"DB09255"	"Dextran"	"approved, investigational, vet_approved"	NA	NA	NA	NA	NA
"DB09256"	"Tegafur"	"approved, investigational"	"P04818"	"Thymidylate synthase"	"TYMS"	"inhibitor"	"Humans"
"DB09257"	"Gimeracil"	"approved"	"Q12882"	"Dihydropyrimidine dehydrogenase [NADP(+)]"	"DPYD"	"inhibitor"	"Humans"
"DB09258"	"Bemiparin"	"approved, investigational"	"P00742"	"Coagulation factor X"	"F10"	"antagonist"	"Humans"
"DB09258"	"Bemiparin"	"approved, investigational"	"P01008"	"Antithrombin-III"	"SERPINC1"	"antagonist"	"Humans"
"DB09258"	"Bemiparin"	"approved, investigational"	"P05546"	"Heparin cofactor 2"	"SERPIND1"	"antagonist"	"Humans"
"DB09259"	"Reviparin"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09260"	"Parnaparin"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09261"	"Certoparin"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09262"	"Imidafenacin"	"investigational"	"P11229"	"Muscarinic acetylcholine receptor M1"	"CHRM1"	"antagonist"	"Humans"
"DB09262"	"Imidafenacin"	"investigational"	"P08172"	"Muscarinic acetylcholine receptor M2"	"CHRM2"	"antagonist"	"Humans"
"DB09262"	"Imidafenacin"	"investigational"	"P20309"	"Muscarinic acetylcholine receptor M3"	"CHRM3"	"antagonist"	"Humans"
"DB09263"	"Patiromer"	"approved, investigational"	NA	NA	NA	"binder"	"Humans"
"DB09264"	"Idarucizumab"	"approved"	NA	NA	NA	"antibody"	""
"DB09265"	"Lixisenatide"	"approved"	"P43220"	"Glucagon-like peptide 1 receptor"	"GLP1R"	"agonist"	"Humans"
"DB09266"	"Technetium Tc-99m tilmanocept"	"approved, investigational"	"P22897"	"Macrophage mannose receptor 1"	"MRC1"	"ligand"	"Humans"
"DB09267"	"Strontium ranelate"	"approved, withdrawn"	NA	NA	NA	NA	NA
"DB09268"	"Picosulfuric acid"	"approved"	NA	NA	NA	NA	NA
"DB09269"	"Phenylacetic acid"	"approved"	NA	NA	NA	NA	NA
"DB09270"	"Ubidecarenone"	"approved, investigational, nutraceutical"	"P56181"	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"	"NDUFV3"	"cofactor"	"Humans"
"DB09270"	"Ubidecarenone"	"approved, investigational, nutraceutical"	"P31040"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	"SDHA"	"cofactor"	"Humans"
"DB09271"	"Cimetropium"	"experimental, investigational"	NA	NA	NA	NA	NA
"DB09272"	"Eluxadoline"	"approved, investigational"	"P35372"	"Mu-type opioid receptor"	"OPRM1"	"agonist"	"Humans"
"DB09272"	"Eluxadoline"	"approved, investigational"	"P41143"	"Delta-type opioid receptor"	"OPRD1"	"antagonist"	"Humans"
"DB09272"	"Eluxadoline"	"approved, investigational"	"P41145"	"Kappa-type opioid receptor"	"OPRK1"	"agonist"	"Humans"
"DB09273"	"Doxofylline"	"experimental"	"Q8IW54"	"Phosphodiesterase 2A, cGMP-stimulated"	"PDE2A"	"inhibitor"	"Humans"
"DB09273"	"Doxofylline"	"experimental"	"P29274"	"Adenosine receptor A2a"	"ADORA2A"	"antagonist"	"Humans"
"DB09273"	"Doxofylline"	"experimental"	"P07550"	"Beta-2 adrenergic receptor"	"ADRB2"	"agonist"	"Humans"
"DB09274"	"Artesunate"	"approved, investigational"	"P04926"	"Malaria protein EXP-1"	"EXP-1"	"inhibitor"	"Plasmodium falciparum"
"DB09275"	"Bismuth subcitrate potassium"	"approved, investigational"	"O25926"	"ATP-dependent Clp protease ATP-binding subunit ClpX"	"clpX"	"antagonist"	"Helicobacter pylori (strain ATCC 700392 / 26695)"
"DB09276"	"Sodium aurothiomalate"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09277"	"Choline C 11"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09278"	"Activated charcoal"	"approved"	NA	NA	NA	NA	NA
"DB09279"	"Fimasartan"	"investigational"	"P30556"	"Type-1 angiotensin II receptor"	"AGTR1"	"antagonist"	"Humans"
"DB09280"	"Lumacaftor"	"approved"	"P13569"	"Cystic fibrosis transmembrane conductance regulator"	"CFTR"	"modulator"	"Humans"
"DB09281"	"Magnesium trisilicate"	"approved"	NA	NA	NA	NA	NA
"DB09282"	"Molsidomine"	"approved, investigational"	"P33402"	"Guanylate cyclase soluble subunit alpha-2"	"GUCY1A2"	"agonist"	"Humans"
"DB09283"	"Trapidil"	"experimental"	NA	NA	NA	"antagonist"	"Humans"
"DB09283"	"Trapidil"	"experimental"	"P54750"	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"	"PDE1A"	"inhibitor"	"Humans"
"DB09284"	"Imolamine"	"investigational"	NA	NA	NA	NA	NA
"DB09285"	"Morniflumate"	"experimental"	"P09917"	"Arachidonate 5-lipoxygenase"	"ALOX5"	"antagonist"	"Humans"
"DB09285"	"Morniflumate"	"experimental"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	NA	"Humans"
"DB09285"	"Morniflumate"	"experimental"	"Q15722"	"Leukotriene B4 receptor 1"	"LTB4R"	"antagonist"	"Humans"
"DB09285"	"Morniflumate"	"experimental"	"P21731"	"Thromboxane A2 receptor"	"TBXA2R"	NA	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P28223"	"5-hydroxytryptamine receptor 2A"	"HTR2A"	"agonist"	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"antagonist"	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P21917"	"D(4) dopamine receptor"	"DRD4"	"antagonist"	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P21728"	"D(1A) dopamine receptor"	"DRD1"	"antagonist"	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P35462"	"D(3) dopamine receptor"	"DRD3"	NA	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P41595"	"5-hydroxytryptamine receptor 2B"	"HTR2B"	NA	"Humans"
"DB09286"	"Pipamperone"	"investigational"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"antagonist"	"Humans"
"DB09287"	"Polyethylene glycol"	"approved, vet_approved"	NA	NA	NA	NA	NA
"DB09288"	"Propacetamol"	"experimental"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"antagonist"	"Humans"
"DB09288"	"Propacetamol"	"experimental"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"antagonist"	"Humans"
"DB09288"	"Propacetamol"	"experimental"	"Q8NER1"	"Transient receptor potential cation channel subfamily V member 1"	"TRPV1"	"antagonist"	"Humans"
"DB09288"	"Propacetamol"	"experimental"	"P21554"	"Cannabinoid receptor 1"	"CNR1"	"antagonist"	"Humans"
"DB09289"	"Tianeptine"	"investigational"	"P42261"	"Glutamate receptor 1"	"GRIA1"	"modulator"	"Humans"
"DB09289"	"Tianeptine"	"investigational"	"P35372"	"Mu-type opioid receptor"	"OPRM1"	"agonist"	"Humans"
"DB09289"	"Tianeptine"	"investigational"	"P08908"	"5-hydroxytryptamine receptor 1A"	"HTR1A"	"inhibitor"	"Humans"
"DB09289"	"Tianeptine"	"investigational"	"P35462"	"D(3) dopamine receptor"	"DRD3"	"agonist"	"Humans"
"DB09290"	"Ramosetron"	"investigational"	"P46098"	"5-hydroxytryptamine receptor 3A"	"HTR3A"	"antagonist"	"Humans"
"DB09291"	"Rolapitant"	"approved, investigational"	NA	NA	NA	"antagonist"	"Humans"
"DB09292"	"Sacubitril"	"approved"	"P08473"	"Neprilysin"	"MME"	"antagonist, inhibitor"	"Humans"
"DB09293"	"Iodide I-131"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09295"	"Talniflumate"	"experimental"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"antagonist"	"Humans"
"DB09295"	"Talniflumate"	"experimental"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"antagonist"	"Humans"
"DB09295"	"Talniflumate"	"experimental"	"P51800"	"Chloride channel protein ClC-Ka"	"CLCNKA"	"antagonist"	"Humans"
"DB09296"	"Ombitasvir"	"approved, investigational"	"Q5L478"	"Nonstructural protein 5A"	"NS5A"	"inhibitor"	"Hepatitis C Virus"
"DB09297"	"Paritaprevir"	"approved, investigational"	"B0B3C9"	"Genome polyprotein"	"NS3/4A"	"inhibitor"	"Hepatitis C Virus"
"DB09298"	"Silibinin"	"experimental, investigational"	NA	NA	NA	NA	NA
"DB09299"	"Tenofovir alafenamide"	"approved"	"Q72547"	"Reverse transcriptase/RNaseH"	"pol"	"inhibitor"	"Human immunodeficiency virus 1"
"DB09299"	"Tenofovir alafenamide"	"approved"	NA	NA	NA	"inhibitor"	"HBV"
"DB09299"	"Tenofovir alafenamide"	"approved"	NA	NA	NA	"inhibitor"	"Human herpesvirus 2 (strain 186)"
"DB09300"	"Butylscopolamine"	"approved, investigational, vet_approved"	"P20309"	"Muscarinic acetylcholine receptor M3"	"CHRM3"	"antagonist"	"Humans"
"DB09300"	"Butylscopolamine"	"approved, investigational, vet_approved"	"P08172"	"Muscarinic acetylcholine receptor M2"	"CHRM2"	"antagonist"	"Humans"
"DB09301"	"Chondroitin sulfate"	"approved, investigational, nutraceutical"	"P23560"	"Brain-derived neurotrophic factor"	"BDNF"	NA	"Humans"
"DB09301"	"Chondroitin sulfate"	"approved, investigational, nutraceutical"	"P39905"	"Glial cell line-derived neurotrophic factor"	"GDNF"	NA	"Humans"
"DB09301"	"Chondroitin sulfate"	"approved, investigational, nutraceutical"	"P15692"	"Vascular endothelial growth factor A"	"VEGFA"	NA	"Humans"
"DB09301"	"Chondroitin sulfate"	"approved, investigational, nutraceutical"	"P13500"	"C-C motif chemokine 2"	"CCL2"	NA	"Humans"
"DB09302"	"Alirocumab"	"approved"	"Q8NBP7"	"Proprotein convertase subtilisin/kexin type 9"	"PCSK9"	"inhibitor"	"Humans"
"DB09303"	"Evolocumab"	"approved"	NA	NA	NA	NA	NA
"DB09304"	"Setiptiline"	"experimental"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"antagonist"	"Humans"
"DB09304"	"Setiptiline"	"experimental"	"P08908"	"5-hydroxytryptamine receptor 1A"	"HTR1A"	"antagonist"	"Humans"
"DB09305"	"Aptazapine"	"experimental"	NA	NA	NA	NA	NA
"DB09306"	"Metralindole"	"experimental"	NA	NA	NA	NA	NA
"DB09307"	"Oxaprotiline"	"experimental"	NA	NA	NA	NA	NA
"DB09308"	"Solithromycin"	"investigational"	NA	NA	NA	NA	NA
"DB09309"	"Kitasamycin"	"experimental"	NA	NA	NA	NA	NA
"DB09310"	"Catridecacog"	"approved"	"P05160"	"Coagulation factor XIII B chain"	"F13B"	NA	"Humans"
"DB09311"	"Polycarbophil"	"experimental"	NA	NA	NA	NA	NA
"DB09312"	"Antilymphocyte immunoglobulin (horse)"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09313"	"Ioxaglic acid"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09314"	"Technetium Tc-99m pertechnetate"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09315"	"Xenon-133"	"approved"	NA	NA	NA	NA	NA
"DB09316"	"Thallous Chloride"	"approved"	NA	NA	NA	NA	NA
"DB09317"	"Synthetic Conjugated Estrogens, A"	"approved"	"P03372"	"Estrogen receptor"	"ESR1"	"ligand"	"Humans"
"DB09318"	"Synthetic Conjugated Estrogens, B"	"approved"	"P03372"	"Estrogen receptor"	"ESR1"	"ligand"	"Humans"
"DB09319"	"Carindacillin"	"approved, investigational"	"P0AEB2"	"D-alanyl-D-alanine carboxypeptidase DacA"	"dacA"	"inhibitor"	"Gram positive and gram negative bacteria"
"DB09320"	"Procaine benzylpenicillin"	"approved, vet_approved"	NA	NA	NA	NA	NA
"DB09321"	"Zinc oxide"	"approved"	NA	NA	NA	NA	NA
"DB09322"	"Zinc sulfate"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09324"	"Sulbactam"	"approved"	"P00807"	"Beta-lactamase"	"blaZ"	"inhibitor"	"Staphylococcus aureus"
"DB09325"	"Sodium fluoride"	"approved"	NA	NA	NA	NA	NA
"DB09326"	"Ammonia N-13"	"approved"	NA	NA	NA	NA	NA
"DB09327"	"Tegafur-uracil"	"approved, investigational"	"Q12882"	"Dihydropyrimidine dehydrogenase [NADP(+)]"	"DPYD"	"antagonist"	"Humans"
"DB09327"	"Tegafur-uracil"	"approved, investigational"	"P04818"	"Thymidylate synthase"	"TYMS"	"antagonist"	"Humans"
"DB09327"	"Tegafur-uracil"	"approved, investigational"	NA	NA	NA	NA	"Humans"
"DB09327"	"Tegafur-uracil"	"approved, investigational"	NA	NA	NA	NA	"Humans"
"DB09328"	"Vayarin"	"approved, investigational"	NA	NA	NA	NA	NA
"DB09329"	"Antihemophilic Factor (Recombinant), PEGylated"	"approved, investigational"	"P04275"	"von Willebrand factor"	"VWF"	"binder"	"Humans"
"DB09330"	"Osimertinib"	"approved"	"P00533"	"Epidermal growth factor receptor"	"EGFR"	"inhibitor"	"Humans"
"DB09331"	"Daratumumab"	"approved"	"P28907"	"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1"	"CD38"	"antibody"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P00734"	"Prothrombin"	"F2"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P08709"	"Coagulation factor VII"	"F7"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P00740"	"Coagulation factor IX"	"F9"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P00742"	"Coagulation factor X"	"F10"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P04070"	"Vitamin K-dependent protein C"	"PROC"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P38435"	"Vitamin K-dependent gamma-carboxylase"	"GGCX"	"agonist"	"Humans"
"DB09332"	"Kappadione"	"approved"	"P07225"	"Vitamin K-dependent protein S"	"PROS1"	"agonist"	"Humans"
"DB09333"	"Iopodic acid"	"approved, investigational, withdrawn"	"P55073"	"Thyroxine 5-deiodinase"	"DIO3"	"antagonist"	"Humans"
"DB09334"	"Seractide acetate"	"approved"	"Q01718"	"Adrenocorticotropic hormone receptor"	"MC2R"	"agonist"	"Humans"
"DB09335"	"Alatrofloxacin"	"approved, withdrawn"	NA	NA	NA	NA	NA
"DB09336"	"Technetium Tc-99m nofetumomab merpentan"	"approved, withdrawn"	"P16422"	"Epithelial cell adhesion molecule"	"EPCAM"	"binder"	"Humans"
"DB09336"	"Technetium Tc-99m nofetumomab merpentan"	"approved, withdrawn"	"P11836"	"B-lymphocyte antigen CD20"	"MS4A1"	"binder"	"Humans"
"DB09337"	"Medical air"	"approved, vet_approved"	NA	NA	NA	NA	NA
"DB09338"	"Mersalyl"	"experimental"	"P05186"	"Alkaline phosphatase, tissue-nonspecific isozyme"	"ALPL"	"antagonist"	"Humans"
"DB09338"	"Mersalyl"	"experimental"	"P29972"	"Aquaporin-1"	"AQP1"	NA	"Humans"
"DB09338"	"Mersalyl"	"experimental"	"P53985"	"Monocarboxylate transporter 1"	"SLC16A1"	"antagonist"	"Humans"
"DB09339"	"Indium In-111 imciromab pentetate"	"withdrawn"	NA	NA	NA	NA	NA
"DB09340"	"Tyropanoic acid"	"approved"	NA	NA	NA	NA	NA
"DB09341"	"Dextrose, unspecified form"	"approved, vet_approved"	NA	NA	NA	NA	NA
"DB09342"	"Propoxycaine"	"approved"	NA	NA	NA	"antagonist"	"Humans"
"DB09343"	"Tipiracil"	"approved, investigational"	"P19971"	"Thymidine phosphorylase"	"TYMP"	"inhibitor"	"Humans"
"DB09344"	"Invert sugar"	"experimental"	NA	NA	NA	NA	NA
"DB09345"	"Pramocaine"	"approved"	NA	NA	NA	"antagonist, inhibitor"	"Humans"
"DB09346"	"Metrizoic acid"	"approved"	NA	NA	NA	NA	NA
"DB09347"	"Acetrizoic acid"	"withdrawn"	NA	NA	NA	NA	NA
